,Workout Date,Calories Burned (kcal),Distance (mi),Steps,Duration (min),Avg Pace (min/mi),Max Pace (min/mi),Link,Year,Month
462,2022-01-07,163,2.07933,6797,44.55,21.4252,11.2066,http://www.mapmyfitness.com/workout/6319981135,2022,1
463,2022-01-06,161,2.04669,6836,44.86666666666667,21.9216,10.795,http://www.mapmyfitness.com/workout/6318703813,2022,1
464,2022-01-05,188,2.38927,7821,51.266666666666666,21.457,11.9298,http://www.mapmyfitness.com/workout/6316871824,2022,1
465,2022-01-04,178,2.24236,7751,50.983333333333334,22.7365,11.0886,http://www.mapmyfitness.com/workout/6314938711,2022,1
466,2022-01-03,200,2.54116,8400,55.1,21.683,12.2707,http://www.mapmyfitness.com/workout/6312808561,2022,1
467,2021-12-24,210,2.67931,8630,56.516666666666666,21.0937,11.5638,http://www.mapmyfitness.com/workout/6296471953,2021,12
468,2021-12-22,161,2.05671,6158,40.13333333333333,19.5134,9.31297,http://www.mapmyfitness.com/workout/6293941129,2021,12
469,2021-12-21,146,1.76012,6766,44.766666666666666,25.4339,10.2071,http://www.mapmyfitness.com/workout/6292584061,2021,12
470,2021-12-20,238,2.69386,11226,74.58333333333333,27.6864,8.01268,http://www.mapmyfitness.com/workout/6291069265,2021,12
471,2021-12-19,1396,1.83684,90500,628.1666666666666,341.983,12.3864,http://www.mapmyfitness.com/workout/6290221855,2021,12
472,2021-12-19,455,4.20131,6761,41.43333333333333,9.862,6.12433,http://www.mapmyfitness.com/workout/6289138567,2021,12
473,2021-12-18,220,2.78881,8228,53.56666666666667,19.2077,11.9149,http://www.mapmyfitness.com/workout/6288132418,2021,12
474,2021-12-17,197,2.50077,7419,48.31666666666667,19.3207,11.0253,http://www.mapmyfitness.com/workout/6286791139,2021,12
475,2021-12-16,185,2.33036,8139,53.56666666666667,22.9864,10.9367,http://www.mapmyfitness.com/workout/6285358765,2021,12
476,2021-12-15,218,2.7887,8900,58.25,20.8878,11.6319,http://www.mapmyfitness.com/workout/6283818463,2021,12
477,2021-12-14,514,2.87895,33732,231.16666666666666,80.2954,11.4361,http://www.mapmyfitness.com/workout/6282987208,2021,12
478,2021-12-07,208,2.67804,8247,53.85,20.108,6.50227,http://www.mapmyfitness.com/workout/6271167280,2021,12
479,2021-12-06,219,2.79583,8390,54.68333333333333,19.5589,9.37067,http://www.mapmyfitness.com/workout/6269550649,2021,12
480,2021-12-05,227,2.8928,9463,62.03333333333333,21.4441,9.5452,http://www.mapmyfitness.com/workout/6267875692,2021,12
481,2021-12-05,872,8.10331,12845,78.55,9.69357,5.80206,http://www.mapmyfitness.com/workout/6267642784,2021,12
482,2021-12-04,220,2.82229,8809,57.56666666666667,20.3971,11.4967,http://www.mapmyfitness.com/workout/6266290948,2021,12
483,2021-12-04,165,2.10939,6611,43.21666666666667,20.4878,11.385,http://www.mapmyfitness.com/workout/6265671493,2021,12
484,2021-12-03,276,2.83154,13972,93.53333333333333,33.0327,10.5173,http://www.mapmyfitness.com/workout/6265365301,2021,12
485,2021-12-02,224,2.88181,8916,58.233333333333334,20.2072,11.32,http://www.mapmyfitness.com/workout/6263015407,2021,12
486,2021-12-02,169,2.11045,6030,39.166666666666664,18.5584,11.1658,http://www.mapmyfitness.com/workout/6262402723,2021,12
487,2021-12-01,243,3.10941,9776,63.916666666666664,20.5559,10.6748,http://www.mapmyfitness.com/workout/6261217597,2021,12
488,2021-11-30,185,2.2849,8436,55.7,24.3774,11.9949,http://www.mapmyfitness.com/workout/6259388269,2021,11
489,2021-11-29,222,2.83484,9060,59.3,20.9183,11.804,http://www.mapmyfitness.com/workout/6257553838,2021,11
490,2021-11-28,163,2.08176,6713,43.96666666666667,21.12,9.0046,http://www.mapmyfitness.com/workout/6255740905,2021,11
491,2021-11-28,202,2.58307,8155,53.333333333333336,20.6473,10.9968,http://www.mapmyfitness.com/workout/6255716872,2021,11
492,2021-11-26,308,3.26669,15013,100.2,30.6733,9.59051,http://www.mapmyfitness.com/workout/6252537553,2021,11
493,2021-11-26,145,1.85809,5658,36.916666666666664,19.868,10.1109,http://www.mapmyfitness.com/workout/6252493015,2021,11
494,2021-11-25,527,3.47924,34709,237.16666666666666,68.1662,12.048,http://www.mapmyfitness.com/workout/6251157082,2021,11
495,2021-11-25,98,1.24496,4061,26.616666666666667,21.3795,9.96762,http://www.mapmyfitness.com/workout/6250420474,2021,11
496,2021-11-24,201,2.54684,8552,56.15,22.0469,9.98988,http://www.mapmyfitness.com/workout/6249287458,2021,11
497,2021-11-23,238,3.05407,9452,61.733333333333334,20.2135,10.6291,http://www.mapmyfitness.com/workout/6247512307,2021,11
498,2021-11-22,226,2.87717,9472,62.11666666666667,21.5895,10.188,http://www.mapmyfitness.com/workout/6245625805,2021,11
499,2021-11-21,569,5.28027,8389,51.31666666666667,9.71856,3.38151,http://www.mapmyfitness.com/workout/6243655279,2021,11
500,2021-11-21,117,1.19826,5937,39.75,33.1732,4.70855,http://www.mapmyfitness.com/workout/6243109231,2021,11
501,2021-11-20,196,2.49366,8183,53.65,21.5146,10.9721,http://www.mapmyfitness.com/workout/6242026870,2021,11
502,2021-11-20,444,4.01721,6771,41.75,10.3928,4.82734,http://www.mapmyfitness.com/workout/6241675753,2021,11
503,2021-11-19,215,2.6922,9611,63.333333333333336,23.5247,10.783,http://www.mapmyfitness.com/workout/6240259756,2021,11
504,2021-11-18,209,2.65966,8681,56.9,21.3937,11.4614,http://www.mapmyfitness.com/workout/6238635034,2021,11
505,2021-11-17,217,2.72776,9496,62.483333333333334,22.9064,11.7942,http://www.mapmyfitness.com/workout/6236759053,2021,11
506,2021-11-16,183,2.3164,7785,51.11666666666667,22.0673,7.66302,http://www.mapmyfitness.com/workout/6234810856,2021,11
507,2021-11-15,208,2.65296,8553,56.016666666666666,21.1148,11.3916,http://www.mapmyfitness.com/workout/6232644313,2021,11
508,2021-11-15,639,6.02114,9240,56.25,9.34208,5.88168,http://www.mapmyfitness.com/workout/6232413526,2021,11
509,2021-11-14,219,2.7969,8445,55.06666666666667,19.6885,10.8823,http://www.mapmyfitness.com/workout/6230697349,2021,11
510,2021-11-14,451,4.10434,6838,42.1,10.2574,6.11658,http://www.mapmyfitness.com/workout/6230641363,2021,11
511,2021-11-13,238,3.02357,10039,65.86666666666666,21.7844,11.0458,http://www.mapmyfitness.com/workout/6228895471,2021,11
512,2021-11-12,244,3.10157,10214,66.98333333333333,21.5966,12.8329,http://www.mapmyfitness.com/workout/6227029954,2021,11
513,2021-11-11,202,2.56469,8505,55.8,21.757,10.5682,http://www.mapmyfitness.com/workout/6225330268,2021,11
514,2021-11-10,214,2.74349,8686,56.81666666666667,20.7097,12.928,http://www.mapmyfitness.com/workout/6223295491,2021,11
515,2021-11-09,236,3.00235,9712,63.61666666666667,21.1889,11.0234,http://www.mapmyfitness.com/workout/6221207560,2021,11
516,2021-11-08,251,3.19374,10321,67.6,21.1664,10.1055,http://www.mapmyfitness.com/workout/6219089215,2021,11
517,2021-11-07,259,3.07073,12040,79.75,25.971,12.8394,http://www.mapmyfitness.com/workout/6219033148,2021,11
518,2021-11-06,199,2.40486,9165,60.61666666666667,25.2059,11.9328,http://www.mapmyfitness.com/workout/6214631539,2021,11
519,2021-11-05,223,2.84107,9336,61.21666666666667,21.547,11.6193,http://www.mapmyfitness.com/workout/6212820319,2021,11
520,2021-11-05,146,1.86274,5987,39.2,21.0443,9.58906,http://www.mapmyfitness.com/workout/6212583601,2021,11
521,2021-11-04,187,2.32946,8546,56.4,24.2116,10.6345,http://www.mapmyfitness.com/workout/6210153871,2021,11
522,2021-11-03,196,2.49859,7538,49.15,19.6711,9.11197,http://www.mapmyfitness.com/workout/6209142040,2021,11
523,2021-10-27,246,2.86341,11481,76.13333333333334,26.5883,10.9918,http://www.mapmyfitness.com/workout/6195408109,2021,10
524,2021-10-26,212,2.70147,8826,57.85,21.4143,11.2712,http://www.mapmyfitness.com/workout/6193200256,2021,10
525,2021-10-25,222,2.85779,8784,57.35,20.068,11.3958,http://www.mapmyfitness.com/workout/6191163829,2021,10
526,2021-10-24,216,2.41023,10293,68.46666666666667,28.4067,12.2517,http://www.mapmyfitness.com/workout/6189791335,2021,10
527,2021-10-24,186,2.35461,7931,52.083333333333336,22.1197,7.89026,http://www.mapmyfitness.com/workout/6188285113,2021,10
528,2021-10-23,275,3.45711,12208,80.4,23.2564,11.8939,http://www.mapmyfitness.com/workout/6187081534,2021,10
529,2021-10-23,599,5.43823,9080,55.916666666666664,10.2821,7.30928,http://www.mapmyfitness.com/workout/6187031629,2021,10
530,2021-10-22,122,1.54517,5102,33.46666666666667,21.6589,11.1513,http://www.mapmyfitness.com/workout/6185136763,2021,10
531,2021-10-21,246,3.16447,9676,63.15,19.956,4.20916,http://www.mapmyfitness.com/workout/6183260887,2021,10
532,2021-10-20,205,2.60357,8544,56.016666666666666,21.5153,10.8251,http://www.mapmyfitness.com/workout/6181233643,2021,10
533,2021-10-19,203,2.48945,9292,61.38333333333333,24.6574,8.1422,http://www.mapmyfitness.com/workout/6178973314,2021,10
534,2021-10-19,163,2.09301,6448,42.1,20.1146,8.91678,http://www.mapmyfitness.com/workout/6177972424,2021,10
535,2021-10-18,204,2.57717,8802,57.85,22.4471,6.53807,http://www.mapmyfitness.com/workout/6176635054,2021,10
536,2021-10-18,270,3.27454,8382,53.983333333333334,16.4858,7.69831,http://www.mapmyfitness.com/workout/6175564534,2021,10
537,2021-10-17,224,2.8556,9238,60.516666666666666,21.1923,10.4588,http://www.mapmyfitness.com/workout/6174217684,2021,10
538,2021-10-15,159,1.63917,8034,53.766666666666666,32.8011,12.5342,http://www.mapmyfitness.com/workout/6170032786,2021,10
539,2021-10-14,185,2.36114,7138,46.55,19.7151,11.3298,http://www.mapmyfitness.com/workout/6167100337,2021,10
540,2021-10-13,234,2.96628,9977,65.51666666666667,22.0871,10.5989,http://www.mapmyfitness.com/workout/6165828568,2021,10
541,2021-10-13,131,1.67349,5276,34.5,20.6156,11.147,http://www.mapmyfitness.com/workout/6165084637,2021,10
542,2021-10-12,238,3.001,10297,67.7,22.5592,10.2752,http://www.mapmyfitness.com/workout/6163554655,2021,10
543,2021-10-11,259,3.23981,9275,60.25,18.5968,10.265,http://www.mapmyfitness.com/workout/6161205607,2021,10
544,2021-10-10,182,2.31667,6941,45.233333333333334,19.5252,10.4673,http://www.mapmyfitness.com/workout/6158730844,2021,10
545,2021-10-09,140,1.7719,5943,39.016666666666666,22.0196,12.8888,http://www.mapmyfitness.com/workout/6158689426,2021,10
546,2021-10-08,205,2.63366,8126,53.06666666666667,20.1494,10.3252,http://www.mapmyfitness.com/workout/6154375624,2021,10
547,2021-10-07,208,2.64353,8664,56.8,21.4864,10.015,http://www.mapmyfitness.com/workout/6152272342,2021,10
548,2021-10-06,231,2.96754,9215,60.2,20.2861,10.9181,http://www.mapmyfitness.com/workout/6150013534,2021,10
549,2021-10-05,270,3.40057,9880,64.25,18.8939,7.67367,http://www.mapmyfitness.com/workout/6147605269,2021,10
550,2021-10-04,247,3.15374,9512,62.016666666666666,19.6645,10.3248,http://www.mapmyfitness.com/workout/6145082641,2021,10
551,2021-10-03,207,2.64745,8457,55.35,20.9069,10.1944,http://www.mapmyfitness.com/workout/6142726963,2021,10
552,2021-10-03,158,2.00388,6562,43.016666666666666,21.4667,8.68476,http://www.mapmyfitness.com/workout/6141770467,2021,10
553,2021-10-02,771,1.74343,50110,346.8333333333333,198.937,12.4957,http://www.mapmyfitness.com/workout/6141648715,2021,10
554,2021-10-01,402,2.44557,26439,180.93333333333334,73.9842,11.1959,http://www.mapmyfitness.com/workout/6138435976,2021,10
555,2021-09-30,212,2.69916,8923,58.53333333333333,21.6858,10.0815,http://www.mapmyfitness.com/workout/6136067476,2021,9
556,2021-09-29,215,2.7576,8540,55.78333333333333,20.229,10.1997,http://www.mapmyfitness.com/workout/6133776952,2021,9
557,2021-09-28,167,2.09789,7470,49.21666666666667,23.46,10.1788,http://www.mapmyfitness.com/workout/6131208085,2021,9
558,2021-09-27,214,2.70064,7902,51.416666666666664,19.0387,11.9043,http://www.mapmyfitness.com/workout/6128462569,2021,9
559,2021-09-26,1651,2.99965,107178,742.8166666666667,247.634,10.9401,http://www.mapmyfitness.com/workout/6127118722,2021,9
560,2021-09-25,273,3.47897,11352,74.4,21.3856,11.2535,http://www.mapmyfitness.com/workout/6123232798,2021,9
561,2021-09-24,141,1.74677,6433,42.46666666666667,24.3115,11.8773,http://www.mapmyfitness.com/workout/6120934471,2021,9
562,2021-09-23,206,2.64112,8202,53.583333333333336,20.2881,11.9845,http://www.mapmyfitness.com/workout/6118618042,2021,9
563,2021-09-22,206,2.6377,8196,53.55,20.3018,12.2017,http://www.mapmyfitness.com/workout/6116196070,2021,9
564,2021-09-21,315,2.37056,20730,141.25,59.585,12.5182,http://www.mapmyfitness.com/workout/6114670258,2021,9
565,2021-09-20,155,1.85139,7173,47.483333333333334,25.6474,12.0962,http://www.mapmyfitness.com/workout/6110955619,2021,9
566,2021-09-19,217,2.77544,8886,58.166666666666664,20.9576,10.8679,http://www.mapmyfitness.com/workout/6108391402,2021,9
567,2021-09-19,378,1.20404,24662,170.23333333333332,141.386,3.5884,http://www.mapmyfitness.com/workout/6107616031,2021,9
568,2021-09-18,212,2.68262,9076,59.61666666666667,22.2233,10.9177,http://www.mapmyfitness.com/workout/6105839818,2021,9
569,2021-09-18,159,1.91719,7318,48.4,25.2452,9.61877,http://www.mapmyfitness.com/workout/6104872693,2021,9
570,2021-09-17,153,1.79973,7132,47.266666666666666,26.2632,11.8136,http://www.mapmyfitness.com/workout/6103284391,2021,9
571,2021-09-16,351,2.57421,23175,158.01666666666668,61.3846,10.3738,http://www.mapmyfitness.com/workout/6101161732,2021,9
572,2021-09-15,230,2.95529,9095,59.38333333333333,20.0939,11.2634,http://www.mapmyfitness.com/workout/6098444593,2021,9
573,2021-09-14,203,2.5766,8565,56.2,21.8117,9.01766,http://www.mapmyfitness.com/workout/6095661643,2021,9
574,2021-09-13,219,2.77326,9234,60.6,21.8516,11.8571,http://www.mapmyfitness.com/workout/6092897812,2021,9
575,2021-09-12,345,2.68348,22280,151.63333333333333,56.5062,9.32946,http://www.mapmyfitness.com/workout/6090159244,2021,9
576,2021-09-11,501,4.64815,7393,45.233333333333334,9.73147,8.10452,http://www.mapmyfitness.com/workout/6087300181,2021,9
577,2021-09-10,249,3.13089,10901,71.73333333333333,22.9115,11.7919,http://www.mapmyfitness.com/workout/6084881077,2021,9
578,2021-09-08,201,2.56525,8149,53.31666666666667,20.7842,8.31646,http://www.mapmyfitness.com/workout/6079862104,2021,9
579,2021-09-07,217,2.78757,8544,55.766666666666666,20.0055,9.73073,http://www.mapmyfitness.com/workout/6077047879,2021,9
580,2021-09-06,179,2.3033,7101,46.36666666666667,20.1305,12.3056,http://www.mapmyfitness.com/workout/6074221390,2021,9
581,2021-09-06,162,1.17148,10708,73.03333333333333,62.3428,11.9772,http://www.mapmyfitness.com/workout/6073438159,2021,9
582,2021-09-05,181,2.27579,7916,52.083333333333336,22.8858,12.0822,http://www.mapmyfitness.com/workout/6071378590,2021,9
583,2021-09-05,152,1.92164,6668,43.86666666666667,22.8277,10.4761,http://www.mapmyfitness.com/workout/6070272202,2021,9
584,2021-09-04,154,1.83211,7117,47.11666666666667,25.7172,10.0735,http://www.mapmyfitness.com/workout/6068628568,2021,9
585,2021-09-04,534,5.01931,7755,47.25,9.41365,7.64979,http://www.mapmyfitness.com/workout/6068481763,2021,9
586,2021-09-03,142,1.81083,5857,38.36666666666667,21.1873,12.2316,http://www.mapmyfitness.com/workout/6066245449,2021,9
587,2021-09-02,204,2.58426,8581,56.3,21.7857,11.392,http://www.mapmyfitness.com/workout/6063650017,2021,9
588,2021-09-01,218,1.73761,13800,93.81666666666666,53.9917,12.3685,http://www.mapmyfitness.com/workout/6061011658,2021,9
589,2021-08-31,308,3.00272,16473,110.73333333333333,36.8777,5.8168,http://www.mapmyfitness.com/workout/6058438336,2021,8
590,2021-08-30,202,2.59779,8062,52.666666666666664,20.2736,11.1471,http://www.mapmyfitness.com/workout/6055638241,2021,8
591,2021-08-29,141,1.67263,6560,43.45,25.9771,12.0361,http://www.mapmyfitness.com/workout/6052853152,2021,8
592,2021-08-29,147,1.86771,6055,39.666666666666664,21.2381,9.08026,http://www.mapmyfitness.com/workout/6051964375,2021,8
593,2021-08-28,143,1.78714,6522,43.03333333333333,24.0795,11.0749,http://www.mapmyfitness.com/workout/6051740659,2021,8
594,2021-08-28,428,4.04335,8275,52.2,12.9101,8.68495,http://www.mapmyfitness.com/workout/6050132221,2021,8
595,2021-08-27,309,2.8224,17560,118.55,42.0033,12.3125,http://www.mapmyfitness.com/workout/6048129478,2021,8
596,2021-08-25,157,1.9812,6718,44.13333333333333,22.2761,11.4727,http://www.mapmyfitness.com/workout/6048026017,2021,8
597,2021-08-24,149,1.89919,6192,40.583333333333336,21.3687,12.0841,http://www.mapmyfitness.com/workout/6040300756,2021,8
598,2021-08-23,220,2.81264,8816,57.63333333333333,20.4908,11.9491,http://www.mapmyfitness.com/workout/6037604071,2021,8
599,2021-08-22,190,2.39086,6900,44.85,18.759,12.0083,http://www.mapmyfitness.com/workout/6034876093,2021,8
600,2021-08-22,671,6.01494,10351,64.0,10.6402,6.87489,http://www.mapmyfitness.com/workout/6034318210,2021,8
601,2021-08-22,230,1.9999,13605,92.1,46.0524,13.606,http://www.mapmyfitness.com/workout/6032619196,2021,8
602,2021-08-21,196,1.45037,12907,87.98333333333333,60.6626,11.5232,http://www.mapmyfitness.com/workout/6029923483,2021,8
603,2021-08-20,193,1.78038,10941,73.83333333333333,41.4706,14.3951,http://www.mapmyfitness.com/workout/6029841235,2021,8
604,2021-08-19,119,1.39985,5536,36.68333333333333,26.2052,14.0692,http://www.mapmyfitness.com/workout/6028617850,2021,8
605,2021-08-18,200,2.54018,8326,54.583333333333336,21.488,12.009,http://www.mapmyfitness.com/workout/6024695053,2021,8
606,2021-08-16,232,2.94531,8691,56.583333333333336,19.2114,11.986,http://www.mapmyfitness.com/workout/6019268017,2021,8
607,2021-08-15,142,1.79457,5993,39.333333333333336,21.9179,5.6152,http://www.mapmyfitness.com/workout/6016558465,2021,8
608,2021-08-14,370,5.1221,,47.56666666666667,9.28656,6.52267,http://www.mapmyfitness.com/workout/6013674790,2021,8
609,2021-08-13,336,1.77631,,43.25,24.3482,10.7005,http://www.mapmyfitness.com/workout/6013592827,2021,8
610,2021-08-11,452,2.74277,,58.15,21.2012,10.0866,http://www.mapmyfitness.com/workout/6007796899,2021,8
611,2021-08-10,544,3.61157,,69.98333333333333,19.3775,11.3276,http://www.mapmyfitness.com/workout/6006684541,2021,8
612,2021-08-09,547,2.89115,,70.28333333333333,24.3098,10.6026,http://www.mapmyfitness.com/workout/6001524910,2021,8
613,2021-08-09,337,4.37844,,43.333333333333336,9.89698,7.4667,http://www.mapmyfitness.com/workout/6001441045,2021,8
614,2021-08-08,267,1.63459,,34.333333333333336,21.0043,11.0231,http://www.mapmyfitness.com/workout/6001335961,2021,8
615,2021-08-08,432,5.57369,,55.55,9.96646,7.06452,http://www.mapmyfitness.com/workout/6001305655,2021,8
616,2021-08-07,392,1.83152,,50.45,27.5454,10.8129,http://www.mapmyfitness.com/workout/5998327354,2021,8
617,2021-08-07,491,2.22512,,63.166666666666664,28.388,9.29935,http://www.mapmyfitness.com/workout/5995557157,2021,8
618,2021-08-06,223,2.38555,,72.0,30.1817,14.6237,http://www.mapmyfitness.com/workout/5998382071,2021,8
619,2021-08-05,213,2.73984,8475,55.35,20.2019,10.7299,http://www.mapmyfitness.com/workout/5998581391,2021,8
620,2021-08-04,147,1.87952,6038,39.53333333333333,21.0337,11.0627,http://www.mapmyfitness.com/workout/5991335218,2021,8
621,2021-08-03,237,3.00113,8836,57.516666666666666,19.165,11.8135,http://www.mapmyfitness.com/workout/5985785422,2021,8
622,2021-08-02,135,1.73618,5345,34.9,20.1016,7.93341,http://www.mapmyfitness.com/workout/5982708121,2021,8
623,2021-08-01,199,2.54531,7985,52.2,20.5083,11.4102,http://www.mapmyfitness.com/workout/5979563908,2021,8
624,2021-07-31,141,1.78078,6200,40.8,22.9114,13.2863,http://www.mapmyfitness.com/workout/5982607666,2021,7
625,2021-07-30,157,1.97443,6879,45.266666666666666,22.9265,3.04539,http://www.mapmyfitness.com/workout/5979509209,2021,7
626,2021-07-30,171,1.82012,8351,55.733333333333334,30.6207,11.8509,http://www.mapmyfitness.com/workout/5977065253,2021,7
627,2021-07-29,145,1.80947,6608,43.6,24.0955,10.8777,http://www.mapmyfitness.com/workout/5985712633,2021,7
628,2021-07-28,200,2.53505,7473,48.65,19.1909,10.5761,http://www.mapmyfitness.com/workout/5992639537,2021,7
629,2021-07-27,140,1.78841,5621,36.75,20.549,9.96288,http://www.mapmyfitness.com/workout/5968227382,2021,7
630,2021-07-26,208,2.56768,7071,45.8,17.8371,10.7027,http://www.mapmyfitness.com/workout/5967011053,2021,7
631,2021-07-23,144,1.83631,5857,38.333333333333336,20.8751,10.4786,http://www.mapmyfitness.com/workout/6009263179,2021,7
632,2021-07-22,174,1.44372,10677,72.45,50.1829,11.6803,http://www.mapmyfitness.com/workout/5954611498,2021,7
633,2021-07-21,207,2.63308,7899,51.483333333333334,19.5525,7.88531,http://www.mapmyfitness.com/workout/5953829083,2021,7
634,2021-07-20,135,2.67227,7904,51.46666666666667,19.2595,10.3088,http://www.mapmyfitness.com/workout/5950974319,2021,7
635,2021-07-19,200,2.56504,7898,51.56666666666667,20.1037,10.1557,http://www.mapmyfitness.com/workout/5948209813,2021,7
636,2021-07-18,130,1.66204,5171,33.78333333333333,20.3264,9.61446,http://www.mapmyfitness.com/workout/6010235566,2021,7
637,2021-07-18,185,0.971471,12130,83.21666666666667,85.6605,11.8017,http://www.mapmyfitness.com/workout/5949493291,2021,7
638,2021-07-17,138,1.45591,6774,45.233333333333334,31.0689,10.7816,http://www.mapmyfitness.com/workout/6013640218,2021,7
639,2021-07-16,219,2.73813,9811,64.66666666666667,23.6171,7.05135,http://www.mapmyfitness.com/workout/5938201273,2021,7
640,2021-07-15,117,1.04313,6815,46.083333333333336,44.1779,14.1525,http://www.mapmyfitness.com/workout/5940407626,2021,7
641,2021-07-14,215,2.75927,8591,56.13333333333333,20.3436,10.2009,http://www.mapmyfitness.com/workout/6013669987,2021,7
642,2021-07-09,138,1.77131,5457,35.63333333333333,20.1169,12.6159,http://www.mapmyfitness.com/workout/5924031115,2021,7
643,2021-07-05,108,1.3639,4725,31.083333333333332,22.7901,7.44283,http://www.mapmyfitness.com/workout/5912181817,2021,7
644,2021-07-05,156,1.98206,6457,42.31666666666667,21.3498,10.074,http://www.mapmyfitness.com/workout/5909389198,2021,7
645,2021-07-04,115,1.47395,4723,30.916666666666668,20.9753,12.6249,http://www.mapmyfitness.com/workout/5906581192,2021,7
646,2021-07-03,143,1.77025,4916,31.866666666666667,18.0013,9.06697,http://www.mapmyfitness.com/workout/5903871877,2021,7
647,2021-07-02,131,1.66173,5541,36.36666666666667,21.8848,12.3883,http://www.mapmyfitness.com/workout/5905559068,2021,7
648,2021-06-29,113,1.16014,5676,37.983333333333334,32.7403,10.2282,http://www.mapmyfitness.com/workout/5899978459,2021,6
649,2021-06-27,156,1.97565,6779,44.56666666666667,22.558,7.86367,http://www.mapmyfitness.com/workout/5887941658,2021,6
650,2021-06-21,127,1.62369,5106,33.38333333333333,20.5601,11.2663,http://www.mapmyfitness.com/workout/5871450382,2021,6
651,2021-06-20,144,1.83097,6143,40.333333333333336,22.0284,4.41087,http://www.mapmyfitness.com/workout/5868624034,2021,6
652,2021-06-20,439,4.07724,6486,39.68333333333333,9.73289,7.93826,http://www.mapmyfitness.com/workout/5868578884,2021,6
653,2021-06-19,144,1.82359,6025,39.516666666666666,21.6697,11.104,http://www.mapmyfitness.com/workout/5868118375,2021,6
654,2021-06-18,214,2.70916,7997,52.06666666666667,19.2187,11.0593,http://www.mapmyfitness.com/workout/5866080091,2021,6
655,2021-06-15,315,2.00064,20742,141.83333333333334,70.8939,8.67552,http://www.mapmyfitness.com/workout/5866157431,2021,6
656,2021-06-10,139,1.75887,5842,38.333333333333336,21.7943,10.6552,http://www.mapmyfitness.com/workout/5841116275,2021,6
657,2021-06-08,143,1.82059,5902,38.666666666666664,21.2386,8.32913,http://www.mapmyfitness.com/workout/5834689396,2021,6
658,2021-06-07,126,1.62126,5019,32.78333333333333,20.2208,8.20542,http://www.mapmyfitness.com/workout/5832843952,2021,6
659,2021-06-06,144,1.75882,6588,43.53333333333333,24.7514,10.4405,http://www.mapmyfitness.com/workout/5829571360,2021,6
660,2021-06-05,162,2.00236,7425,49.03333333333333,24.4877,11.556,http://www.mapmyfitness.com/workout/5826730537,2021,6
661,2021-06-04,198,2.51873,7561,49.28333333333333,19.5667,10.3373,http://www.mapmyfitness.com/workout/5823921832,2021,6
662,2021-06-03,203,2.6034,8089,52.85,20.3004,10.586,http://www.mapmyfitness.com/workout/5822398405,2021,6
663,2021-06-02,150,1.89337,6488,42.65,22.526,11.0622,http://www.mapmyfitness.com/workout/5819776603,2021,6
664,2021-06-02,111,1.41061,4584,30.033333333333335,21.291,6.12996,http://www.mapmyfitness.com/workout/5815340842,2021,6
665,2021-05-31,133,1.70855,5333,34.85,20.3975,8.93327,http://www.mapmyfitness.com/workout/5813588557,2021,5
666,2021-05-31,144,1.82887,6193,40.68333333333333,22.2451,5.94401,http://www.mapmyfitness.com/workout/5810207902,2021,5
667,2021-05-30,160,2.06171,6336,41.36666666666667,20.0643,11.2167,http://www.mapmyfitness.com/workout/5808845239,2021,5
668,2021-05-29,91,1.12109,4183,27.633333333333333,24.6487,11.5913,http://www.mapmyfitness.com/workout/5808675619,2021,5
669,2021-05-29,162,2.04987,6913,45.4,22.1478,8.00123,http://www.mapmyfitness.com/workout/5803673440,2021,5
670,2021-05-28,227,2.84834,8228,53.483333333333334,18.777,9.94489,http://www.mapmyfitness.com/workout/5802070447,2021,5
671,2021-05-27,123,1.57674,4817,31.433333333333334,19.9357,10.0747,http://www.mapmyfitness.com/workout/5800665634,2021,5
672,2021-05-26,110,0.688921,7247,49.56666666666667,71.9483,7.55812,http://www.mapmyfitness.com/workout/5810386564,2021,5
673,2021-05-26,122,1.55366,5080,33.3,21.4332,11.5134,http://www.mapmyfitness.com/workout/5796195841,2021,5
674,2021-05-24,142,1.80977,5393,35.13333333333333,19.4132,8.77856,http://www.mapmyfitness.com/workout/5790328645,2021,5
675,2021-05-23,426,4.03711,6112,37.13333333333333,9.198,5.61339,http://www.mapmyfitness.com/workout/5786886115,2021,5
676,2021-05-22,163,2.07412,6669,43.666666666666664,21.0531,10.86,http://www.mapmyfitness.com/workout/5786504656,2021,5
677,2021-05-20,190,2.43797,7560,49.38333333333333,20.2559,10.894,http://www.mapmyfitness.com/workout/5779006171,2021,5
678,2021-05-19,146,1.87443,5903,38.6,20.5929,11.5079,http://www.mapmyfitness.com/workout/5778935833,2021,5
679,2021-05-19,156,1.97493,5786,37.65,19.064,11.4626,http://www.mapmyfitness.com/workout/5774571316,2021,5
680,2021-05-17,166,1.77348,6008,39.46666666666667,22.2538,10.001,http://www.mapmyfitness.com/workout/5773001539,2021,5
681,2021-05-16,224,2.87362,8788,57.35,19.9574,11.4458,http://www.mapmyfitness.com/workout/5766977179,2021,5
682,2021-05-15,102,1.30511,4190,27.433333333333334,21.0199,8.67706,http://www.mapmyfitness.com/workout/5765848465,2021,5
683,2021-05-14,160,2.02139,6862,45.083333333333336,22.3031,9.66391,http://www.mapmyfitness.com/workout/5762761177,2021,5
684,2021-05-12,216,2.79055,7796,50.55,18.1147,8.96091,http://www.mapmyfitness.com/workout/5758723945,2021,5
